Category,Title,Date,Venue,Locations,Link,Image Src,Image Alt,Description
Exhibition,"Unearthing: Memory, Land, Materiality",15 Jun 2023 – 03 Sep 2023,The Courtauld,"London, United Kingdom",https://www.artrabbit.com/events/unearthing-memory-land-materiality,img.artrabbit.com/events/unearthing-memory-land-materiality/images/Qt7TSVhtzSXZ/350x350/AW-Unearthing-Social-Media-Final.jpg,"Unearthing: Memory, Land, Materiality","An exhibition of works drawn from the Arts Council Collection and The Courtauld’s collection, curated by MA Curating the Art Museum students at The Courtauld, will go on display this summer at The Courtauld Gallery. In this exhibition, ten modern and contemporary artists engage in processes of unearthing to explore complex histories, geographies, and memories. To unearth is to reveal what has been buried. It evokes the tangible and the organic; the forgotten and the remembered. Unearthing surfaces the past to shed new light on the present."
Exhibition,Aubrey Williams: Future Conscious,15 Jun 2023 – 29 Jul 2023,October Gallery,"London, United Kingdom",https://www.artrabbit.com/events/aubrey-williams-future-conscious,img.artrabbit.com/events/aubrey-williams-future-conscious/images/RDY9sPXoXRvO/350x267/Towakaima-1967-webres.jpg,Aubrey Williams: Future Conscious,"October Gallery presents Future Conscious, a solo exhibition comprising a selection of recently rediscovered paintings and works on paper by Aubrey Williams. The exhibition spans three decades — from the 1960s to the 1980s — and highlights Williams’ prescient understanding of, and concerns regarding, the mounting problems impacting environmental and ecological stability."
Exhibition,Mário Macilau: On Faith,15 Jun 2023 – 05 Aug 2023,Ed Cross Fine Art,"London, United Kingdom",https://www.artrabbit.com/events/mário-macilau-on-faith,img.artrabbit.com/events/mário-macilau-on-faith/images/UawY2zf3lAR1/350x233/16.jpg,Mário Macilau: On Faith,"Overlapping with his presentation in Tate Modern's group show A World in Common (from 5 July), Ed Cross is pleased to present On Faith, a solo show of work by award-winning photographer Mário Macilau (b. 1984, Maputo, Mozambique) at the Garrett Street gallery from 15 June – 5 August 2023. Showing photographs from Macilau’s ongoing Faith series as a discrete body of work in London for the first time, the images document the practice of animism (the belief that everything has a soul or spirit) within traditional religions in contemporary Mozambique. Featuring isolated communities increasingly imperilled by climate change, the work's documentary as well its aesthetic function is more important than ever."
Exhibition,Life Is More Important Than Art,14 Jun 2023 – 17 Sep 2023,Whitechapel Gallery,"London, United Kingdom",https://www.artrabbit.com/events/life-is-more-important-than-art,img.artrabbit.com/events/life-is-more-important-than-art/images/t1kyd0edcAy5/350x195/Janette-Parris-Whitechapel-Gallery-2023-Digital-Drawing-Courtesy-the-artist.jpg,Life Is More Important Than Art,"Life Is More Important Than Art is a summer-long, multidisciplinary programme of exhibitions and events. It explores the intersection of art and everyday life and the role of the contemporary art institution at a time of uncertainty and change."
Exhibition,Capturing The Moment,14 Jun 2023 – 28 Jan 2024,Tate Modern,"London, United Kingdom",https://www.artrabbit.com/events/capturing-the-moment,img.artrabbit.com/events/capturing-the-moment/images/PFKRyVx5wdFR/350x437/Louise-Lawler-Splash-2006.jpg,Capturing The Moment,"Bringing together significant works from the Tate collection and Yageo Collection Foundation, this exhibition invites visitors to discover the dynamic relationship between the brush and the lens – contemporary painting and photography. The show’s journey spans the last 100 years through the work of 39 artists, beginning with post-war expressive painters such as Francis Bacon, Lucian Freud and Alice Neel, whose art grappled with photography in many different ways."
Exhibition,Osvaldo Licini: Rebellious Angel,14 Jun 2023 – 10 Sep 2023,Estorick Collection of Modern Italian Art,"London, United Kingdom",https://www.artrabbit.com/events/osvaldo-licini-rebellious-angel,img.artrabbit.com/events/osvaldo-licini-rebellious-angel/images/G1ayrB8gscP9/350x267/Angel-Blue.jpg,Osvaldo Licini: Rebellious Angel,"The first show to be dedicated to Licini by a British museum, Osvaldo Licini: Rebellious Angel explores every phase of the artist’s endlessly creative career, presenting around fifty of his most significant and characteristically exuberant paintings. Osvaldo Licini (1894-1958) produced some of the most distinctive and idiosyncratic imagery in the history of twentieth-century Italian art. His early years were spent in Bologna, where he met Giorgio Morandi and experienced a fleeting interest in Futurism. Between 1917 and 1926 he divided his time between Italy and Paris, moving in the avant-garde circles of artists such as Modigliani and Picasso. On returning to Italy in the mid-1920s he established himself as a figurative painter of portraits and landscapes. However, early the following decade he abruptly changed direction and adopted a geometric-abstract vocabulary, developing a style infused with a sense of playfulness and poetry recalling that of Paul Klee. Together with artists such as Lucio Fontana and Fausto Melotti, Licini showed work at Milan’s important Il Milione gallery, and was associated with the international Abstraction Création group."
Exhibition,The Language of Shapes,13 Jun 2023 – 25 Jul 2023,Bingham Riverhouse,"Richmond, United Kingdom",https://www.artrabbit.com/events/the-language-of-shapes,img.artrabbit.com/events/the-language-of-shapes/images/ChkN65pdEISV/350x470/close-up-1-copy.jpg,The Language of Shapes,"This Summer, DegreeArt in partnership with the Bingham Riverhouse, brings you 'The Language of Shapes' — an exhibition featuring the artworks of Samuel Ryde and Sam Wagner, portraying the masculine essence through geometric shapes and bold contrasts of colour and form. This Summer, DegreeArt in partnership with the Bingham Riverhouse, brings you 'The Language of Shapes' — an exhibition featuring the artworks of Samuel Ryde and Sam Wagner, portraying the masculine essence through geometric shapes and bold contrasts of colour and form. "
Exhibition,Summer 2023,13 Jun 2023 – 20 Aug 2023,Royal Academy of Arts,"London, United Kingdom",https://www.artrabbit.com/events/summer-2023,img.artrabbit.com/events/summer-2023/images/pC8VXZQpNJZB/350x289/Royal-Academy-of-Art-Summer-2023.jpg,Summer 2023,"The world’s largest open submission exhibition is back, featuring work in every medium imaginable. The Summer Exhibition is our annual celebration of art and artists, run without interruption since 1769. Anyone can submit their work and – if your work is selected by our panel of artists – it will go on display in our Main Galleries."
Exhibition,Zachari Logan: Unkraut vergeht nicht,11 Jun 2023 – 22 Jul 2023,"MOCA London, Peckham","London, United Kingdom",https://www.artrabbit.com/events/zachari-logan-unkraut-vergeht-nicht,img.artrabbit.com/events/zachari-logan-unkraut-vergeht-nicht/images/WgtnNP910DI2/350x149/2-Zachari-Logan-Wildman-No-3-blue-pencil-on-mylar-22x40-inches-2013.jpg,Zachari Logan: Unkraut vergeht nicht,For MOCA London Zachari Logan is making a large drawing installation directly on the gallery walls from his ongoing  Nomenclature series. This series of site-specific wall drawings takes its title from the scientific language of choosing  names for any number of things we encounter in our world. Press release  
Exhibition,Swedenborg Film Festival 2023 - call for submissions,10 Jun 2023 – 25 Aug 2023,Swedenborg House,"London, United Kingdom",https://www.artrabbit.com/events/swedenborg-film-festival-2023-call-for-submissions,img.artrabbit.com/events/swedenborg-film-festival-2023-call-for-submissions/images/1l1e0qt9U3LE/350x196/PIC1SFFjpg.jpg,Swedenborg Film Festival 2023 - call for submissions,The Swedenborg Film Festival 2023 (SFF2023) invites entries of new films of all genres up to 20 minutes. Dave Griffiths
Exhibition,"Fumi Imamura. The Moon Garden, Their Garden",09 Jun 2023 – 21 Jul 2023,Lyndsey Ingram,"London, United Kingdom",https://www.artrabbit.com/events/fumi-imamura-the-moon-garden-their-garden,img.artrabbit.com/events/fumi-imamura-the-moon-garden-their-garden/images/EGlsGNuyoZ1I/350x352/lyndseyingram-fumi-imamura-two-flowers-pink-cyclamen-2022.jpg,"Fumi Imamura. The Moon Garden, Their Garden",Fumi Imamura
,Brian Clarke - A Great Light,09 Jun 2023 – 24 Sep 2023,Newport Street Gallery,"London, United Kingdom",https://www.artrabbit.com/events/brian-clarke-a-great-light,,,No description available.
Exhibition,Martin Parr. sports & spectatorship,09 Jun 2023 – 29 Jun 2024,ROCKET,"London, United Kingdom",https://www.artrabbit.com/events/martin-parr-sports-spectatorship,img.artrabbit.com/events/martin-parr-sports-spectatorship/images/LRzQ8U6WlUVR/350x235/Martin-Parr-Sports-and-Spectatorship.jpg,Martin Parr. sports & spectatorship,Rocket presents its twelfth solo exhibition of photographs by the internationally renowned British photographer Martin Parr. The exhibition will run for nine months.​
Exhibition,Serpentine Pavilion 2023 by Lina Ghotmeh — Architecture,09 Jun 2023 – 29 Oct 2023,Serpentine South Gallery,"London, United Kingdom",https://www.artrabbit.com/events/serpentine-pavilion-2023-by-lina-ghotmeh-architecture,img.artrabbit.com/events/serpentine-pavilion-2023-by-lina-ghotmeh-architecture/images/meDuMHYfORe4/350x196/Serpentine-Pavilion-2023-designed-by-Lina-Ghotmeh.jpg,Serpentine Pavilion 2023 by Lina Ghotmeh — Architecture,"The design of the Serpentine Pavilion 2023 emerges from architect Lina Ghotmeh’s aspiration to develop our primal relationship with the Earth into a sustainable one. Inspired by Ghotmeh’s Mediterranean heritage and lively discussions around the table over current affairs, politics, personal lives, and dreams, the Pavilion is titled À table – a French call to sit together at the table to share a meal and enter into dialogue. As such, the interior of the Pavilion features a circular table along the perimeter, inviting us to convene and celebrate exchanges that enable new relationships to form. Considering food as an expression of care and offering a moment of conviviality around a table, Ghotmeh welcomes us to share the ideas, concerns, joys, dissatisfactions, responsibilities, traditions, cultural memories, and histories that bring us together. "
Exhibition,Full Throttle,08 Jun 2023 – 22 Jul 2023,"The Foundry Gallery, Chelsea","London, United Kingdom",https://www.artrabbit.com/events/full-throttle-the-foundry-gallery-chelsea,img.artrabbit.com/events/full-throttle-the-foundry-gallery-chelsea/images/KHf6fWDwrVzG/350x350/charley-insta-crop1.jpg,Full Throttle,"Charley Peters is a London based artist, writer, and independent curator. 
FULL THROTTLE, her new solo exhibition at The Foundry Gallery, London is an engaging installation of paintings and painted objects which reflect the graphically complex world in which we live. Charley makes paintings where abstract language and contemporary screen aesthetics collide, remixing familiar motifs from art history, retro gaming, TV and the Internet on works on canvas, walls and in public spaces. Alongside a suite of paintings on canvas are a number of painted objects - traffic cones and chain barriers - both of which appear as props to navigate and crash through in the game Driver to add drama and excitement. They “acknowledge the sculptural potential of painting where most of what we experience is non-physical and seen on a screen.” (3) A NEW SERIES of hand painted vintage floppy discs and 3D prints of pixelated stars further reinforce the relationship between the analogue and digital in Peters’ work and the spatial potential of the painted surface, creating an interplay between flatness and sculptural form. "
Exhibition,Charley Peters. Full Throttle,08 Jun 2023 – 22 Jul 2023,"The Foundry Gallery, Chelsea","London, United Kingdom",https://www.artrabbit.com/events/charley-peters-full-throttle,img.artrabbit.com/events/charley-peters-full-throttle/images/aOJILIo1hwEt/350x350/Charley-Peters-Full-Throttle.jpg,Charley Peters. Full Throttle,"Charley Peters is a London based artist, writer, and independent curator. She makes paintings where abstract language and contemporary screen aesthetics collide, remixing familiar motifs from art history, retro gaming, TV and the Internet on works on canvas, walls and in public spaces."
Exhibition,Genetic Automata.,08 Jun 2023 – 11 Feb 2024,Wellcome Collection,"London, United Kingdom",https://www.artrabbit.com/events/genetic-automata-wellcome-collection,img.artrabbit.com/events/genetic-automata-wellcome-collection/images/y5hc9GgpUQhD/350x209/Finding-Fanon-Part-Three-Prologue-Larry-Achiampong-and-David-Blandy-2016-Image-by-Claire-Barrett.jpg,Genetic Automata.,No description available.
